0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Clean/OpenPuff MPEG (37).mpg,0,0.0032634828620781587,8.845145623261126e-20,1.0,2.7103392286940375e-17,0,OK
0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Modified/OpenPuff MPEG (37).mpg,1,1.0,1.0,0.5,0.5,0,NOK
0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Clean/OpenPuff MPEG (89).mpg,0,0.00224933555250724,7.5756697317208e-25,1.0,3.3679589171462295e-22,0,OK
0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Modified/OpenPuff MPEG (89).mpg,1,0.10526315789473684,0.8947368421052632,0.10526315789473684,0.8947368421052632,1,OK
0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Clean/OpenPuff MPEG (71).mpg,0,0.00224933555250724,7.5756697317208e-25,1.0,3.3679589171462295e-22,0,OK
0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Modified/OpenPuff MPEG (71).mpg,1,0.00023659539230473487,0.5855735959542187,0.0004038772213247174,0.9995961227786754,1,OK
0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Clean/OpenPuff MPEG (72).mpg,0,0.00224933555250724,7.5756697317208e-25,1.0,3.3679589171462295e-22,0,OK
0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Modified/OpenPuff MPEG (72).mpg,1,1.5378700499807768e-07,0.015378700499807763,9.999900000999992e-06,0.9999900000999989,1,OK
0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Clean/OpenPuff MPEG (23).mpg,0,0.0032634828620781587,8.845145623261126e-20,1.0,2.7103392286940375e-17,0,OK
0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Modified/OpenPuff MPEG (23).mpg,1,0.0018467220683287162,0.6671283471837488,0.002760524499654934,0.9972394755003451,1,OK
0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Clean/OpenPuff MPEG (9).mpg,0,0.044444444444444446,0.0001,0.9977550511349463,0.002244948865053629,0,OK
0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Modified/OpenPuff MPEG (9).mpg,1,1.0,1.0,0.5,0.5,0,NOK
0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Clean/OpenPuff MPEG (4).mpg,0,0.044444444444444446,0.0001,0.9977550511349463,0.002244948865053629,0,OK
0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Modified/OpenPuff MPEG (4).mpg,1,1.0,1.0,0.5,0.5,0,NOK
0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Clean/OpenPuff MPEG (84).mpg,0,0.00224933555250724,7.5756697317208e-25,1.0,3.3679589171462295e-22,0,OK
0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Modified/OpenPuff MPEG (84).mpg,1,1.5378700499807768e-07,0.015378700499807763,9.999900000999992e-06,0.9999900000999989,1,OK
0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Clean/OpenPuff MPEG (41).mpg,0,0.0032634828620781587,8.845145623261126e-20,1.0,2.7103392286940375e-17,0,OK
0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Modified/OpenPuff MPEG (41).mpg,1,2.71576774754223e-05,0.5150623268698061,5.2724193155081616e-05,0.999947275806845,1,OK
0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Clean/OpenPuff MPEG (33).mpg,0,0.0032634828620781587,8.845145623261126e-20,1.0,2.7103392286940375e-17,0,OK
0,../../data/ukent2/StegoArchive/OpenPuff MPEG/Modified/OpenPuff MPEG (33).mpg,1,1.629460648525338e-08,0.013734995383194828,1.1863554882584421e-06,0.9999988136445117,1,OK
1,../../data/ukent2/StegoArchive/OpenPuff MPEG/Clean/OpenPuff MPEG (96).mpg,0,0.0023921456022817627,1.5798773516266502e-17,0.9999999999999934,6.6044364110598626e-15,0,OK
1,../../data/ukent2/StegoArchive/OpenPuff MPEG/Modified/OpenPuff MPEG (96).mpg,1,0.004273504273504274,0.5641025641025641,0.007518796992481204,0.9924812030075189,1,OK
1,../../data/ukent2/StegoArchive/OpenPuff MPEG/Clean/OpenPuff MPEG (74).mpg,0,0.0023921456022817627,1.5798773516266502e-17,0.9999999999999934,6.6044364110598626e-15,0,OK
1,../../data/ukent2/StegoArchive/OpenPuff MPEG/Modified/OpenPuff MPEG (74).mpg,1,1.0,1.0,0.5,0.5,0,NOK
1,../../data/ukent2/StegoArchive/OpenPuff MPEG/Clean/OpenPuff MPEG (81).mpg,0,0.0023921456022817627,1.5798773516266502e-17,0.9999999999999934,6.6044364110598626e-15,0,OK
1,../../data/ukent2/StegoArchive/OpenPuff MPEG/Modified/OpenPuff MPEG (81).mpg,1,0.07692307692307693,0.9230769230769231,0.07692307692307693,0.9230769230769231,1,OK
1,../../data/ukent2/StegoArchive/OpenPuff MPEG/Clean/OpenPuff MPEG (39).mpg,0,0.00667530585425078,1.6779720030371297e-16,0.9999999999999749,2.5137005549619408e-14,0,OK
1,../../data/ukent2/StegoArchive/OpenPuff MPEG/Modified/OpenPuff MPEG (39).mpg,1,0.009070294784580497,0.8185941043083901,0.010958904109589038,0.9890410958904109,1,OK
1,../../data/ukent2/StegoArchive/OpenPuff MPEG/Clean/OpenPuff MPEG (66).mpg,0,0.0023921456022817627,1.5798773516266502e-17,0.9999999999999934,6.6044364110598626e-15,0,OK
1,../../data/ukent2/StegoArchive/OpenPuff MPEG/Modified/OpenPuff MPEG (66).mpg,1,1.1111111111111112e-05,0.019753086419753086,0.000562183771628459,0.9994378162283716,1,OK
